id_track|id_artist|id_album|name_track|duration_track_ms|popularity_track|number_track|position_track|extract_datetime
16akrYX3LKYx7b9aPGDiMd|7MqnCTCAX6SsIYYdJCQj9B|7kbCCMwXxLWQYevRcGtR3U|Nothing For Free|182875|50|2|9|2024-07-16 08:36:40.543668
0QIYINh2AwmOmdu8CRYvlw|2DuJi13MWHjRHrqRUwk8vH|2KZKR8bLDZPUxOE6JhTh4X|Bonfire|272077|59|3|0|2024-07-16 08:36:40.543668
5qFL2uwfnGU8FccwLMgPNQ|2DuJi13MWHjRHrqRUwk8vH|2Ha5B3dapothPfMP9gWvQB|Internet Friends|301122|56|1|1|2024-07-16 08:36:40.543668
38JE3O2HocFNvtljgtlNKv|2DuJi13MWHjRHrqRUwk8vH|774xaOL4PAAtvHkyPWRikH|Antidote - Radio Edit|177249|48|1|2|2024-07-16 08:36:40.543668
0u2AIKDVafHwCFQ9LDnqxH|2DuJi13MWHjRHrqRUwk8vH|2KZKR8bLDZPUxOE6JhTh4X|Centipede|246770|50|2|3|2024-07-16 08:36:40.543668
1ltFgxgeQCd8z6BPRmcNxb|2DuJi13MWHjRHrqRUwk8vH|4nJ76bL34FuDPuFHafIJFm|Boss Mode|227280|43|3|4|2024-07-16 08:36:40.543668
6FDYzyjteGpimiBnO06ikI|2DuJi13MWHjRHrqRUwk8vH|4nJ76bL34FuDPuFHafIJFm|Give It Up|251173|42|7|5|2024-07-16 08:36:40.543668
4ce29VAx1D8f3HULOHHA3K|2DuJi13MWHjRHrqRUwk8vH|1YhwGzFBdDAR1OA9644LK9|LRAD|315140|45|2|6|2024-07-16 08:36:40.543668
6qpaTfe6rCl55xEPT4F7Hp|2DuJi13MWHjRHrqRUwk8vH|1YhwGzFBdDAR1OA9644LK9|Power Glove|261244|45|1|7|2024-07-16 08:36:40.543668
2ZeTpxUpIHDdrRZdD8Vlh9|2DuJi13MWHjRHrqRUwk8vH|2KZKR8bLDZPUxOE6JhTh4X|Rage Valley|299374|43|1|8|2024-07-16 08:36:40.543668
1BYQCnc6EVr7MMZaFcdrv9|2DuJi13MWHjRHrqRUwk8vH|774xaOL4PAAtvHkyPWRikH|Antidote - Swedish House Mafia Dub|374124|23|4|9|2024-07-16 08:36:40.543668
0LZy30mVmxqUpdQmaXKXBd|4q3ewBCX7sLwd24euuV69X|3sRyLQf04m9vm40JNRFiCl|ADIVINO|278644|89|1|0|2024-07-16 08:36:40.543668
7iQXYTyuG13aoeHxGG28Nh|4q3ewBCX7sLwd24euuV69X|4FftCsAcXXD1nFO9RFUNFO|PERRO NEGRO|162767|87|19|1|2024-07-16 08:36:40.543668
6Sq7ltF9Qa7SNFBsV5Cogx|4q3ewBCX7sLwd24euuV69X|3RQQmkQEvNCY4prGKE6oc5|Me Porto Bonito|178567|84|3|2|2024-07-16 08:36:40.543668
0fea68AdmYNygeTGI4RC18|4q3ewBCX7sLwd24euuV69X|6ylFfzx32ICw4L1A7YWNLN|LA CANCIÓN|242573|84|5|3|2024-07-16 08:36:40.543668
2yzshFeBIwH8tWIqHEFLeD|4q3ewBCX7sLwd24euuV69X|5i9lMMUZ1QZNsLEE3j50kT|un x100to|194563|79|2|4|2024-07-16 08:36:40.543668
3k3NWokhRRkEPhCzPmV8TW|4q3ewBCX7sLwd24euuV69X|3RQQmkQEvNCY4prGKE6oc5|Ojitos Lindos|258298|83|14|5|2024-07-16 08:36:40.543668
1IHWl5LamUGEuP4ozKQSXZ|4q3ewBCX7sLwd24euuV69X|3RQQmkQEvNCY4prGKE6oc5|Tití Me Preguntó|243716|82|4|6|2024-07-16 08:36:40.543668
4MzXwWMhyBbmu6hOcLVD49|4q3ewBCX7sLwd24euuV69X|2d9BCZeAAhiZWPpbX9aPCW|DÁKITI|205090|77|11|7|2024-07-16 08:36:40.543668
5Eax0qFko2dh7Rl2lYs3bx|4q3ewBCX7sLwd24euuV69X|3RQQmkQEvNCY4prGKE6oc5|Efecto|213061|82|10|8|2024-07-16 08:36:40.543668
6Xom58OOXk2SoU711L2IXO|4q3ewBCX7sLwd24euuV69X|3RQQmkQEvNCY4prGKE6oc5|Moscow Mule|245939|81|1|9|2024-07-16 08:36:40.543668
43PiEypaceH339CSNiggyj|2R21vXR83lH98kGeO99Y66|4Rx0nQkh5sR1O0Z8lBgig9|BBY BOO - REMIX|275862|83|1|0|2024-07-16 08:36:40.543668
1LiN0Z98FkR1t0m8KmLcAH|2R21vXR83lH98kGeO99Y66|464FQ8gr0oKlQ1a0TCK4Yj|Amanece|190004|81|1|1|2024-07-16 08:36:40.543668
6gMj2DzKR2PjrrbNSwcGFR|2R21vXR83lH98kGeO99Y66|6YpCug9vNZz4uvlmlU7cet|OA|235200|79|1|2|2024-07-16 08:36:40.543668
6ioloNq3bBHgoIJh3rC8BQ|2R21vXR83lH98kGeO99Y66|4WfHOJYS5nbp2bY4crOJUY|Razones|222727|74|1|3|2024-07-16 08:36:40.543668
0KkIkfsLEJbrcIhYsCL7L5|2R21vXR83lH98kGeO99Y66|7JtT7OyWM8BnIS5FXXPMKg|China|301714|68|22|4|2024-07-16 08:36:40.543668
06s3QtMJVXw1AJX3UfvZG1|2R21vXR83lH98kGeO99Y66|7JtT7OyWM8BnIS5FXXPMKg|Hasta Que Dios Diga|246000|76|5|5|2024-07-16 08:36:40.543668
0W2pF7zyj9dwZVK1RoUyjh|2R21vXR83lH98kGeO99Y66|1FyZ8Mho4TRJ9oR0IrE23P|WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo)|390545|75|1|6|2024-07-16 08:36:40.543668
3j5zNcb0aSk7dx3W3mAKzw|2R21vXR83lH98kGeO99Y66|3nEa7WJXcruywRIZXu6qRE|Pa Ti Estoy|206103|75|9|7|2024-07-16 08:36:40.543668
3f5lA8nnc4YYF1qf78WpHw|2R21vXR83lH98kGeO99Y66|58NQUIHQRJnXyBUeGtG8KG|Ella Quiere Beber - Remix|219357|75|1|8|2024-07-16 08:36:40.543668
3jbT1Y5MoPwEIpZndDDwVq|2R21vXR83lH98kGeO99Y66|7nqA49hzXJWPH4cnM8nk6x|Adicto (with Anuel AA & Ozuna)|270740|74|1|9|2024-07-16 08:36:40.543668
10VVCjsMTbM39bPzygGSex|0M2HHtY3OOQzIZxrHkbJLT|2uZgEjcV233xNRmvqvQyup|Hydrogen|289523|48|3|0|2024-07-16 08:36:40.543668
58IDjL4DptNh76JOGnopu8|0M2HHtY3OOQzIZxrHkbJLT|3abxvJVn04QbKlIiL28YTa|Dust|302400|47|1|1|2024-07-16 08:36:40.543668
1EY8fm4hCzXtw2UfwpbGKW|0M2HHtY3OOQzIZxrHkbJLT|2uZgEjcV233xNRmvqvQyup|Crystals|289714|45|2|2|2024-07-16 08:36:40.543668
6E6kPD9vd3hinWlVJo52pU|0M2HHtY3OOQzIZxrHkbJLT|2uZgEjcV233xNRmvqvQyup|Paris|271200|44|1|3|2024-07-16 08:36:40.543668
1pS4GeY3cyRGb9Sy8qU1Sq|0M2HHtY3OOQzIZxrHkbJLT|3DiM1jUknWggjf70F5nZJr|Quixotic|345762|41|1|4|2024-07-16 08:36:40.543668
74sB9kSypUm2TsXCQTHOEB|0M2HHtY3OOQzIZxrHkbJLT|2uZgEjcV233xNRmvqvQyup|Release|362222|36|4|5|2024-07-16 08:36:40.543668
0SDKtp6AGtWa5BbmsXSoPY|0M2HHtY3OOQzIZxrHkbJLT|3abxvJVn04QbKlIiL28YTa|Delay|496462|31|4|6|2024-07-16 08:36:40.543668
5FD4xUsukyAqVe1GCf2POU|0M2HHtY3OOQzIZxrHkbJLT|0i7uCXTDefj9D30hF5MHZU|Medium Cool|233828|30|5|7|2024-07-16 08:36:40.543668
4cWdGmFIaxGGOiA1QJKlne|0M2HHtY3OOQzIZxrHkbJLT|3abxvJVn04QbKlIiL28YTa|Plus Four|477966|24|2|8|2024-07-16 08:36:40.543668
4bOKG1a1Ko5ceVAReE1esx|0M2HHtY3OOQzIZxrHkbJLT|3abxvJVn04QbKlIiL28YTa|Warehouse|224878|24|3|9|2024-07-16 08:36:40.543668
20cs27R6jbhMIWgvGOXaHT|1MP09zUMR59XDHNun4i351|1wA1XDWTspK5ihTP63Jhtk|Los Enfermos|289493|27|4|0|2024-07-16 08:36:40.543668
3SyPnySxv4oiMYE8n0e3Qp|1MP09zUMR59XDHNun4i351|1wA1XDWTspK5ihTP63Jhtk|La Mente|208426|24|2|1|2024-07-16 08:36:40.543668
5zUIpoOF30Agr8942QSpTI|1MP09zUMR59XDHNun4i351|67tdTYHgzWVwnGYwefTgN6|Concha Acústica|242133|24|2|2|2024-07-16 08:36:40.543668
2wZOlqZsq00tdAlsmyh4YK|1MP09zUMR59XDHNun4i351|3ubqsPkPXvWkNyrH6mTOkf|Gigantes de Arena|262066|22|3|3|2024-07-16 08:36:40.543668
4RUnu3cpw2h4LOaoYVQzIU|1MP09zUMR59XDHNun4i351|3ZIdUsYnaesyONxsEgLNX5|La Problema|294466|22|1|4|2024-07-16 08:36:40.543668
3jvESRXPQWYXzUzpejPFCV|1MP09zUMR59XDHNun4i351|3ZIdUsYnaesyONxsEgLNX5|El Indio de la Mente|286786|19|2|5|2024-07-16 08:36:40.543668
5I7cisJFEGnO5SS1zaqu8C|1MP09zUMR59XDHNun4i351|67tdTYHgzWVwnGYwefTgN6|La Palabra del Ciego|216146|19|1|6|2024-07-16 08:36:40.543668
5koKGXBq8hD52PRe9DcaHg|1MP09zUMR59XDHNun4i351|1wA1XDWTspK5ihTP63Jhtk|Quita y Pon|244640|17|10|7|2024-07-16 08:36:40.543668
2qdGAYjNvCSPwomOHaUyN1|1MP09zUMR59XDHNun4i351|1wA1XDWTspK5ihTP63Jhtk|Radio Funeral|182280|16|6|8|2024-07-16 08:36:40.543668
7ttblVwjhjXjkWcNqaAM0u|1MP09zUMR59XDHNun4i351|3ubqsPkPXvWkNyrH6mTOkf|Otro Tú|197066|16|1|9|2024-07-16 08:36:40.543668
0M955bMOoilikPXwKLYpoi|2xiIXseIJcq3nG7C8fHeBj|13topfW33NjnACjnRiZBX7|I Hate Everything About You|231480|76|3|0|2024-07-16 08:36:40.543668
56sk7jBpZV0CD31G9hEU3b|2xiIXseIJcq3nG7C8fHeBj|4ZDwEvXIKxWdwhAQK8ndBU|Animal I Have Become|231400|75|3|1|2024-07-16 08:36:40.543668
1Q2fYlSdwuutWj3QplhY9q|2xiIXseIJcq3nG7C8fHeBj|4ZDwEvXIKxWdwhAQK8ndBU|Riot|207586|68|6|2|2024-07-16 08:36:40.543668
3HE50TVRquwXe9yv2HFoNL|2xiIXseIJcq3nG7C8fHeBj|4ZDwEvXIKxWdwhAQK8ndBU|Never Too Late|209333|68|4|3|2024-07-16 08:36:40.543668
7piw04hPQZ1OHZ9Fq9JOXR|2xiIXseIJcq3nG7C8fHeBj|4ZDwEvXIKxWdwhAQK8ndBU|Time of Dying|186373|65|10|4|2024-07-16 08:36:40.543668
5PZ2cqh9Yem2g6cTSOLllz|2xiIXseIJcq3nG7C8fHeBj|4ZDwEvXIKxWdwhAQK8ndBU|Pain|202973|66|2|5|2024-07-16 08:36:40.543668
6OMO6WdRhSfjMPAiPT94wH|2xiIXseIJcq3nG7C8fHeBj|0YkHsU3Mblh7jvNngbV20W|Painkiller|179160|67|2|6|2024-07-16 08:36:40.543668
4urxRqBRiaH0i20OKBsgxc|2xiIXseIJcq3nG7C8fHeBj|0vv1zKShlm7WuawEup5Mf4|Break|193106|66|2|7|2024-07-16 08:36:40.543668
2UDumaw7osnyjH7RZ2DLpB|2xiIXseIJcq3nG7C8fHeBj|0YkHsU3Mblh7jvNngbV20W|I Am Machine|200146|66|6|8|2024-07-16 08:36:40.543668
0CA3RxBx2xSQXPfpmUBK1v|2xiIXseIJcq3nG7C8fHeBj|13topfW33NjnACjnRiZBX7|Just Like You|186893|65|2|9|2024-07-16 08:36:40.543668
28DIgd8y7VGMO5IhWIDE40|3FRWDHyo1pZx7AFN6DAavS|1lkFkREX3uG9aHhOsfeeu9|Pokemon Riot|246918|23|1|0|2024-07-16 08:36:40.543668
4fEDtXoh1hQgfLFdGPy9HS|3FRWDHyo1pZx7AFN6DAavS|4lftflW02EWpRU6g9d968c|Falling|280373|1|9|1|2024-07-16 08:36:40.543668
2EdisV3g6tcYVpTO9Ej5cW|3FRWDHyo1pZx7AFN6DAavS|3iL7sfGQeXOcNMNnHDrmTc|Fearless|253807|18|1|2|2024-07-16 08:36:40.543668
5tLDyfKdJZNuyobYcQQEWJ|3FRWDHyo1pZx7AFN6DAavS|3ZrVSx5gGx5LZ1cVRZ4gCq|Truecolor Alchemist|277529|18|1|3|2024-07-16 08:36:40.543668
3xb3B46kVvqrr8VzNI1PbG|3FRWDHyo1pZx7AFN6DAavS|4NSu11iL1R0Evb4pahFSrH|Vivant|255014|15|1|4|2024-07-16 08:36:40.543668
2U05EBTVlyg4YKFvtllgeG|3FRWDHyo1pZx7AFN6DAavS|0iHgFkfYe3VOxzg5euNQOT|Wubbles|255197|14|1|5|2024-07-16 08:36:40.543668
4F71YUa09KA0yscIlYXzQ9|3FRWDHyo1pZx7AFN6DAavS|7JSBmL115qaZvl0wvlz0Ww|Dance Machine|304673|13|1|6|2024-07-16 08:36:40.543668
3yYdWL8qOYxH8Wc40LpkSV|3FRWDHyo1pZx7AFN6DAavS|7mKBnGGZCRybUTZ5P9TIAn|Our Way|216572|10|1|7|2024-07-16 08:36:40.543668
3tJzBGJQ8LUg782tyiFOsj|3FRWDHyo1pZx7AFN6DAavS|07ibYrQalw96ZRAmqyatsY|Nice Shot!|234490|7|1|8|2024-07-16 08:36:40.543668
2jX8I2EDiGcl8rCRgReY8N|3FRWDHyo1pZx7AFN6DAavS|3Sr5Wo94nBXnsCKqiWhe5d|Sonder|222735|6|1|9|2024-07-16 08:36:40.543668
0KequwbudUZLFmYapbmiNt|2vpCOy0TgMvwkqciNZhKPB|7grtCFCNufBOiKZJuGDC6k|Yo Te Quiero Así|202187|22|1|0|2024-07-16 08:36:40.543668
2PbieBjAjngYO9ahtcKkth|2vpCOy0TgMvwkqciNZhKPB|7grtCFCNufBOiKZJuGDC6k|Te Han Dicho|192500|20|8|1|2024-07-16 08:36:40.543668
3fJzQWdglyPCa255xfTMI1|2vpCOy0TgMvwkqciNZhKPB|0RgJiRKctFFArVS8oGh1L7|La Nueva Ya Llego|234916|18|1|2|2024-07-16 08:36:40.543668
49vyLV4bTxQKdMULtgRU1V|2vpCOy0TgMvwkqciNZhKPB|69fMeM1F2eMqMkvjrWJyXU|Serpiente Dios|257187|18|1|3|2024-07-16 08:36:40.543668
60bXwkEoH07AhMaHGgtn7e|2vpCOy0TgMvwkqciNZhKPB|69fMeM1F2eMqMkvjrWJyXU|Yo No Sé|246689|16|5|4|2024-07-16 08:36:40.543668
2NfqOpPVaOEa3jOGTbb9Kf|2vpCOy0TgMvwkqciNZhKPB|0RgJiRKctFFArVS8oGh1L7|Cumbia Pa Decir|214604|15|3|5|2024-07-16 08:36:40.543668
3B6jzrps9ZMF3iKr0gGLkJ|2vpCOy0TgMvwkqciNZhKPB|7grtCFCNufBOiKZJuGDC6k|Masato en Pakistán|155562|15|7|6|2024-07-16 08:36:40.543668
0JqqsvL2ZHjjhiTnzuU26X|2vpCOy0TgMvwkqciNZhKPB|69fMeM1F2eMqMkvjrWJyXU|Camina Bonito|295261|14|10|7|2024-07-16 08:36:40.543668
1n16Fy1xjIHNS7yZEOHCxA|2vpCOy0TgMvwkqciNZhKPB|0RgJiRKctFFArVS8oGh1L7|Madrugador|213473|13|4|8|2024-07-16 08:36:40.543668
4TeEIZK1saIuXxDx2G5ml4|2vpCOy0TgMvwkqciNZhKPB|7grtCFCNufBOiKZJuGDC6k|A Ritmo de Caída|213555|13|6|9|2024-07-16 08:36:40.543668
0nrRP2bk19rLc0orkWPQk2|1vCWHaC5f2uS3yhpwWbIA6|2H6i2CrWgXE1HookLu8Au0|Wake Me Up|247426|85|1|0|2024-07-16 08:36:40.543668
0ct6r3EGTcMLPtrXHDvVjc|1vCWHaC5f2uS3yhpwWbIA6|0h2knr6qpiAq0tV5ri5JMF|The Nights|176658|84|2|1|2024-07-16 08:36:40.543668
2P4OICZRVAQcYAV2JReRfj|1vCWHaC5f2uS3yhpwWbIA6|7dqftJ3kas6D0VAdmt3k3V|Waiting For Love|230613|79|1|2|2024-07-16 08:36:40.543668
5UqCQaDshqbIk3pkhy4Pjg|1vCWHaC5f2uS3yhpwWbIA6|1OEGfToF7QbjUgyxMAnGXg|Levels - Radio Edit|199906|79|1|3|2024-07-16 08:36:40.543668
4lhqb6JvbHId48OUJGwymk|1vCWHaC5f2uS3yhpwWbIA6|2H6i2CrWgXE1HookLu8Au0|Hey Brother|255093|77|3|4|2024-07-16 08:36:40.543668
6Pgkp4qUoTmJIPn7ReaGxL|1vCWHaC5f2uS3yhpwWbIA6|1m3mf7xkXIwssVriaaTjOS|Without You (feat. Sandro Cavazza)|181672|77|4|5|2024-07-16 08:36:40.543668
4eDYMhIin1pSLIG96f1aD0|1vCWHaC5f2uS3yhpwWbIA6|2H6i2CrWgXE1HookLu8Au0|Addicted To You|148386|73|4|6|2024-07-16 08:36:40.543668
1sh6lL6cmlcwhqZKGiKBua|1vCWHaC5f2uS3yhpwWbIA6|0sOrbRnJcNod63r49kmGVb|I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit|208316|69|1|7|2024-07-16 08:36:40.543668
2x0RZdkZcD8QRI53XT4GI5|1vCWHaC5f2uS3yhpwWbIA6|6Ad1E9vl75ZB3Ir87zwXIJ|SOS (feat. Aloe Blacc)|157202|70|3|8|2024-07-16 08:36:40.543668
75NhhYjHO43mvZgYtnXgti|1vCWHaC5f2uS3yhpwWbIA6|1m3mf7xkXIwssVriaaTjOS|Lonely Together (feat. Rita Ora)|181812|69|2|9|2024-07-16 08:36:40.543668
4QNpBfC0zvjKqPJcyqBy9W|0TnOYISbd1XYRBk9myaseg|4rG0MhkU6UojACJxkMHIXB|Give Me Everything (feat. Nayer)|252306|86|2|0|2024-07-16 08:36:40.543668
3cHyrEgdyYRjgJKSOiOtcS|0TnOYISbd1XYRBk9myaseg|2F7tejLHzTqFq2XLol9ZGy|Timber|204160|84|13|1|2024-07-16 08:36:40.543668
2bJvI42r8EF3wxjOuDav4r|0TnOYISbd1XYRBk9myaseg|4EUf4YyNjuXypWY6W5wEDm|Time of Our Lives|229360|84|4|2|2024-07-16 08:36:40.543668
0Hf4aIJpsN4Os2f0y0VqWl|0TnOYISbd1XYRBk9myaseg|2F7tejLHzTqFq2XLol9ZGy|Feel This Moment (feat. Christina Aguilera)|229506|79|3|3|2024-07-16 08:36:40.543668
4Y7XAxTANhu3lmnLAzhWJW|0TnOYISbd1XYRBk9myaseg|4EUf4YyNjuXypWY6W5wEDm|Fireball (feat. John Ryan)|236200|78|3|4|2024-07-16 08:36:40.543668
62zFEHfAYl5kdHYOivj4BC|0TnOYISbd1XYRBk9myaseg|4rG0MhkU6UojACJxkMHIXB|International Love (feat. Chris Brown)|227280|77|8|5|2024-07-16 08:36:40.543668
0OPyDgTRuIdCJ9B4bYSths|0TnOYISbd1XYRBk9myaseg|4RaAjieYFIZRF8uh6GY43r|Hotel Room Service|237600|72|8|6|2024-07-16 08:36:40.543668
13plQdOoWSSXPRUSZc5FuM|0TnOYISbd1XYRBk9myaseg|4RaAjieYFIZRF8uh6GY43r|I Know You Want Me (Calle Ocho)|237120|71|3|7|2024-07-16 08:36:40.543668
3rfhI32Il2hVRKDkuGeeen|0TnOYISbd1XYRBk9myaseg|4rG0MhkU6UojACJxkMHIXB|Hey Baby (Drop It to the Floor) (feat. T-Pain)|234453|74|4|8|2024-07-16 08:36:40.543668
1PCvKFPWnTXAe2oaReVUcr|0TnOYISbd1XYRBk9myaseg|4EUf4YyNjuXypWY6W5wEDm|We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)|222520|72|11|9|2024-07-16 08:36:40.543668
